Symbol / Rank,Theme,2022-12-03 00:00:00,2022-12-10 00:00:00,2022-12-17 00:00:00,2023-01-01 00:00:00,2023-01-12 00:00:00,2023-01-31 00:00:00,2023-02-14 00:00:00,2023-02-28 00:00:00,2023-03-13 00:00:00,2023-03-31 00:00:00,2023-04-14 00:00:00,2023-04-30 00:00:00,2023-05-16 00:00:00,2023-05-31 00:00:00,2023-06-14 00:00:00,2023-06-30 00:00:00,2023-07-13 00:00:00,14Jul23_PUp,2023-07-29 00:00:00,2023-08-13 00:00:00,2023-08-31 00:00:00,2023-09-13 00:00:00,2023-09-29 00:00:00,2023-10-13 00:00:00,2023-10-31 00:00:00,2023-11-12 00:00:00,2023-11-30 00:00:00,2023-12-14 00:00:00,2023-12-31 00:00:00,2024-01-13 00:00:00,2024-01-31 00:00:00,2024-02-13 00:00:00,2024-02-29 00:00:00,2024-03-29 00:00:00,2024-04-30 00:00:00,2024-05-31 00:00:00,2024-06-28 00:00:00,2024-07-31 00:00:00,2024-08-31 00:00:00,2024-09-29 00:00:00,2024-10-31 00:00:00,2024-11-30 00:00:00,2024-12-31 00:00:00,2025-02-01 00:00:00,2025-02-28 00:00:00,2025-03-31 00:00:00,2025-04-30 00:00:00,2025-05-31 00:00:00,2025-06-30 00:00:00,2025-07-31 00:00:00,2025-08-31 00:00:00,2025-09-30 00:00:00,2025-10-31 00:00:00,2025-11-30 00:00:00,2025-12-31 00:00:00,2026-01-31 00:00:00,note
MANORAMA,other food products,,,,,,,,,,,,59.0,,8.0,,7.0,,,27.0,27.0,11.0,11.0,10.0,10.0,11.0,13.0,37.0,35.0,48.0,49.0,56.0,,,,,,,,,,6.0,3.0,6.0,3.0,3.0,4.0,2.0,3.0,2.0,7.0,12.0,13.0,33.0,46.0,34.0,30.0,
EIDPARRY,other food products,,,,,,,,,,,,61.0,,78.0,,83.0,,,81.0,80.0,83.0,84.0,82.0,78.0,82.0,85.0,75.0,71.0,59.0,56.0,41.0,42.0,34.0,58.0,43.0,28.0,29.0,25.0,20.0,,20.0,20.0,20.0,23.0,35.0,20.0,17.0,15.0,7.0,4.0,7.0,18.0,18.0,26.0,31.0,49.0,
Other Industrial Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAPHITE,other industrial goods,,,,,,,,,,,,79.0,,79.0,,59.0,,,56.0,57.0,25.0,28.0,30.0,20.0,25.0,29.0,29.0,27.0,20.0,20.0,27.0,34.0,15.0,15.0,14.0,44.0,65.0,74.0,82.0,,86.0,84.0,58.0,70.0,71.0,57.0,67.0,34.0,32.0,22.0,27.0,30.0,15.0,32.0,14.0,12.0,
AIAENG,other industrial goods,,,,,,,,,,,,12.0,,6.0,,19.0,,,10.0,7.0,6.0,7.0,28.0,31.0,14.0,16.0,26.0,26.0,28.0,29.0,23.0,23.0,66.0,47.0,62.0,60.0,52.0,42.0,58.0,,79.0,88.0,87.0,73.0,68.0,68.0,75.0,63.0,77.0,92.0,89.0,91.0,69.0,18.0,12.0,13.0,
HEG,other industrial goods,,,,,,,,,,,,47.0,,,,25.0,,,13.0,11.0,14.0,18.0,18.0,20.0,29.0,31.0,40.0,38.0,27.0,18.0,46.0,51.0,61.0,29.0,19.0,26.0,60.0,59.0,67.0,,70.0,58.0,34.0,54.0,35.0,20.0,26.0,21.0,34.0,9.0,29.0,40.0,12.0,29.0,12.0,20.0,
ESABINDIA,other industrial goods,,,,,,,,,,,,42.0,,50.0,,60.0,,,23.0,23.0,23.0,21.0,37.0,41.0,6.0,3.0,25.0,26.0,31.0,35.0,57.0,58.0,72.0,53.0,66.0,61.0,49.0,54.0,60.0,,49.0,61.0,55.0,77.0,58.0,76.0,74.0,74.0,73.0,51.0,55.0,59.0,71.0,33.0,20.0,25.0,
VESUVIUS,other industrial goods,,,,,,,,,,,,16.0,,11.0,,8.0,,,5.0,3.0,6.0,8.0,18.0,22.0,2.0,2.0,8.0,8.0,13.0,16.0,43.0,45.0,55.0,39.0,24.0,6.0,26.0,36.0,17.0,,34.0,42.0,51.0,49.0,35.0,30.0,37.0,17.0,22.0,31.0,34.0,37.0,56.0,64.0,46.0,31.0,
TCI,other industrial goods,,,,,,,,,,,,64.0,,55.0,,57.0,,,59.0,60.0,46.0,45.0,62.0,60.0,36.0,33.0,43.0,43.0,57.0,58.0,42.0,43.0,69.0,64.0,64.0,65.0,62.0,46.0,43.0,,41.0,41.0,26.0,32.0,30.0,14.0,23.0,23.0,31.0,26.0,29.0,29.0,27.0,43.0,45.0,42.0,
RHIM,other industrial goods,,,,,,,,,,,,53.0,,60.0,,70.0,,,74.0,74.0,64.0,58.0,59.0,54.0,60.0,67.0,62.0,55.0,50.0,58.0,63.0,66.0,85.0,86.0,80.0,62.0,83.0,86.0,79.0,,89.0,98.0,96.0,91.0,79.0,48.0,83.0,86.0,72.0,53.0,54.0,84.0,61.0,48.0,45.0,50.0,
SBCL,other industrial goods,,,,,,,,,,,,,,,,,,,,,,57.0,85.0,84.0,77.0,75.0,73.0,73.0,81.0,81.0,78.0,77.0,74.0,79.0,72.0,79.0,74.0,68.0,72.0,,49.0,68.0,61.0,64.0,74.0,66.0,79.0,60.0,47.0,52.0,49.0,55.0,64.0,71.0,72.0,66.0,
SKFINDIA,other industrial goods,,,,,,,,,,,,36.0,,46.0,,26.0,,,18.0,19.0,45.0,46.0,44.0,48.0,40.0,42.0,68.0,70.0,77.0,76.0,74.0,73.0,70.0,81.0,74.0,28.0,46.0,71.0,72.0,,73.0,84.0,88.0,91.0,69.0,75.0,81.0,72.0,59.0,35.0,47.0,34.0,45.0,67.0,69.0,79.0,
Other Industrial Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTCIL,other industrial products,,,,,,,,,,,,,,,,,,,42.0,40.0,20.0,17.0,15.0,17.0,37.0,38.0,35.0,32.0,42.0,41.0,87.0,87.0,11.0,31.0,26.0,12.0,10.0,13.0,3.0,,17.0,25.0,31.0,12.0,37.0,6.0,12.0,7.0,21.0,38.0,33.0,26.0,9.0,8.0,7.0,9.0,
BHARATFORG,other industrial products,,,,,,,,,,,,27.0,,43.0,,44.0,,,31.0,30.0,7.0,8.0,7.0,7.0,22.0,22.0,13.0,13.0,7.0,7.0,20.0,21.0,52.0,48.0,31.0,10.0,19.0,13.0,35.0,,59.0,79.0,76.0,76.0,75.0,57.0,70.0,69.0,58.0,76.0,73.0,51.0,36.0,18.0,15.0,10.0,
MMFL,other industrial products,,,,,,,,,,,,47.0,,62.0,,62.0,,,58.0,58.0,76.0,74.0,80.0,77.0,71.0,72.0,76.0,76.0,70.0,70.0,79.0,79.0,62.0,66.0,34.0,25.0,34.0,60.0,54.0,,88.0,82.0,88.0,81.0,83.0,92.0,94.0,97.0,94.0,96.0,97.0,97.0,95.0,83.0,54.0,22.0,
HAPPYFORGE,other industrial products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,63.0,23.0,29.0,29.0,36.0,,,,76.0,51.0,62.0,81.0,84.0,64.0,64.0,72.0,62.0,50.0,32.0,35.0,13.0,24.0,
SOLARINDS,other industrial products,,,,,,,,,,,,28.0,,38.0,,58.0,,,55.0,56.0,18.0,17.0,20.0,23.0,6.0,5.0,24.0,23.0,18.0,19.0,28.0,29.0,35.0,4.0,9.0,15.0,5.0,25.0,27.0,,36.0,35.0,54.0,26.0,29.0,20.0,4.0,3.0,2.0,16.0,15.0,26.0,36.0,47.0,52.0,26.0,
INOXINDIA,other industrial products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,19.0,25.0,33.0,61.0,,,,62.0,82.0,55.0,60.0,72.0,42.0,37.0,30.0,36.0,26.0,29.0,37.0,39.0,27.0,
TIMKEN,other industrial products,,,,,,,,,,,,22.0,,90.0,,30.0,,,48.0,48.0,58.0,60.0,68.0,65.0,68.0,68.0,72.0,72.0,62.0,64.0,56.0,55.0,81.0,70.0,52.0,34.0,49.0,54.0,54.0,,75.0,78.0,84.0,84.0,74.0,65.0,88.0,71.0,42.0,47.0,58.0,46.0,38.0,39.0,43.0,37.0,
GRINDWELL,other industrial products,,,,,,,,,,,,38.0,,26.0,,13.0,,,42.0,43.0,49.0,52.0,72.0,62.0,46.0,47.0,60.0,61.0,45.0,49.0,48.0,49.0,69.0,71.0,67.0,37.0,40.0,65.0,66.0,,77.0,90.0,97.0,75.0,94.0,67.0,75.0,84.0,89.0,95.0,83.0,85.0,72.0,78.0,62.0,51.0,
TIPSMUSIC,other industrial products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,13.0,19.0,26.0,23.0,40.0,47.0,36.0,81.0,87.0,82.0,98.0,87.0,76.0,56.0,
KENNAMET,other industrial products,,,,,,,,,,,,40.0,,53.0,,33.0,,,30.0,30.0,24.0,26.0,59.0,58.0,61.0,63.0,74.0,70.0,67.0,67.0,67.0,67.0,79.0,74.0,75.0,13.0,52.0,53.0,,,59.0,68.0,61.0,80.0,68.0,71.0,87.0,83.0,92.0,88.0,76.0,88.0,88.0,81.0,76.0,72.0,
JINDALSAW,other industrial products,,,,,,,,,,,,,,,,,,,,34.0,24.0,25.0,26.0,27.0,10.0,10.0,27.0,20.0,36.0,41.0,17.0,18.0,17.0,32.0,7.0,21.0,25.0,13.0,10.0,,49.0,45.0,40.0,67.0,46.0,45.0,66.0,96.0,81.0,92.0,98.0,99.0,99.0,97.0,93.0,74.0,
CARBORUNIV,other industrial products,,,,,,,,,,,,1.0,,4.0,,5.0,,,5.0,7.0,39.0,41.0,32.0,31.0,49.0,49.0,40.0,40.0,59.0,59.0,62.0,62.0,72.0,37.0,38.0,32.0,31.0,30.0,45.0,,72.0,67.0,75.0,71.0,85.0,76.0,79.0,97.0,98.0,97.0,89.0,90.0,94.0,90.0,83.0,85.0,
Packaged Foods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,packaged foods,,,,,,,,,,,,10.0,,16.0,,15.0,,,32.0,32.0,41.0,41.0,34.0,33.0,23.0,24.0,31.0,30.0,20.0,22.0,44.0,44.0,39.0,35.0,61.0,60.0,59.0,70.0,64.0,,92.0,89.0,89.0,57.0,49.0,60.0,31.0,43.0,35.0,68.0,58.0,58.0,29.0,25.0,16.0,11.0,
ZYDUSWELL,packaged foods,,,,,,,,,,,,45.0,,61.0,,73.0,,,70.0,70.0,57.0,63.0,76.0,75.0,73.0,73.0,67.0,66.0,52.0,52.0,58.0,59.0,60.0,65.0,51.0,35.0,56.0,15.0,29.0,,60.0,45.0,52.0,53.0,53.0,47.0,43.0,43.0,33.0,45.0,32.0,17.0,16.0,32.0,22.0,19.0,
TATACONSUM,packaged foods,,,,,,,,,,,,42.0,,48.0,,39.0,,,45.0,46.0,55.0,57.0,46.0,42.0,31.0,31.0,34.0,33.0,22.0,22.0,29.0,28.0,14.0,35.0,47.0,47.0,61.0,50.0,42.0,,82.0,86.0,88.0,51.0,49.0,48.0,15.0,28.0,28.0,48.0,46.0,34.0,31.0,18.0,11.0,20.0,
BRITANNIA,packaged foods,,,,,,,,,,,,9.0,,19.0,,17.0,,,48.0,45.0,63.0,64.0,64.0,62.0,59.0,58.0,53.0,51.0,35.0,35.0,40.0,38.0,51.0,47.0,64.0,41.0,51.0,51.0,35.0,,52.0,85.0,83.0,57.0,58.0,55.0,25.0,33.0,22.0,34.0,26.0,26.0,37.0,24.0,18.0,23.0,
DODLA,packaged foods,,,,,,,,,,,,48.0,,52.0,,44.0,,,39.0,32.0,42.0,45.0,55.0,54.0,51.0,51.0,31.0,25.0,21.0,22.0,16.0,13.0,18.0,48.0,31.0,46.0,29.0,47.0,22.0,,25.0,22.0,21.0,32.0,28.0,15.0,38.0,20.0,12.0,35.0,23.0,24.0,34.0,37.0,45.0,40.0,
BIKAJI,packaged foods,,,,,,,,,,,,89.0,,56.0,,53.0,,,37.0,36.0,9.0,11.0,28.0,28.0,14.0,17.0,11.0,10.0,28.0,35.0,24.0,24.0,50.0,57.0,51.0,26.0,21.0,35.0,18.0,,20.0,32.0,36.0,33.0,35.0,45.0,37.0,33.0,46.0,43.0,37.0,48.0,54.0,48.0,29.0,48.0,
HATSUN,packaged foods,,,,,,,,,,,,65.0,,62.0,,70.0,,,67.0,64.0,36.0,32.0,39.0,41.0,30.0,31.0,48.0,47.0,48.0,49.0,52.0,52.0,56.0,65.0,63.0,64.0,74.0,63.0,50.0,,80.0,73.0,78.0,83.0,56.0,56.0,78.0,70.0,68.0,79.0,86.0,70.0,28.0,34.0,38.0,53.0,
BECTORFOOD,packaged foods,,,,,,,,,,,,3.0,,8.0,,6.0,,,4.0,4.0,5.0,3.0,4.0,7.0,3.0,2.0,12.0,13.0,26.0,30.0,29.0,27.0,55.0,39.0,32.0,35.0,44.0,47.0,13.0,,22.0,27.0,34.0,27.0,30.0,39.0,48.0,68.0,79.0,54.0,71.0,96.0,89.0,81.0,84.0,83.0,
HERITGFOOD,packaged foods,,,,,,,,,,,,86.0,,86.0,,87.0,,,66.0,63.0,69.0,68.0,74.0,73.0,74.0,75.0,80.0,80.0,70.0,62.0,22.0,33.0,14.0,7.0,19.0,9.0,27.0,30.0,26.0,,20.0,35.0,49.0,52.0,54.0,64.0,62.0,81.0,50.0,50.0,50.0,49.0,37.0,27.0,41.0,83.0,
Paper & Paper Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKPAPER,paper & paper products,,,,,,,,,,,,53.0,,79.0,,83.0,,,85.0,83.0,84.0,84.0,78.0,73.0,72.0,72.0,76.0,77.0,57.0,56.0,48.0,46.0,70.0,83.0,71.0,55.0,18.0,60.0,62.0,,62.0,65.0,81.0,77.0,80.0,72.0,86.0,73.0,87.0,73.0,45.0,43.0,41.0,50.0,55.0,50.0,
WSTCSTPAPR,paper & paper products,,,,,,,,,,,,48.0,,53.0,,72.0,,,81.0,80.0,74.0,74.0,50.0,49.0,41.0,41.0,70.0,71.0,48.0,47.0,40.0,39.0,71.0,79.0,75.0,76.0,71.0,78.0,80.0,,97.0,83.0,87.0,68.0,85.0,88.0,81.0,83.0,78.0,52.0,44.0,64.0,76.0,75.0,84.0,81.0,
TCPLPACK,paper & paper products,,,,,,,,,,,,33.0,,63.0,,69.0,,,51.0,49.0,34.0,34.0,22.0,22.0,36.0,36.0,34.0,31.0,33.0,33.0,49.0,51.0,33.0,39.0,63.0,51.0,32.0,15.0,8.0,,33.0,30.0,25.0,11.0,3.0,3.0,8.0,5.0,20.0,38.0,68.0,68.0,71.0,75.0,72.0,84.0,
Personal Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJCON,personal products,,,,,,,,,,,,51.0,,34.0,,41.0,,,40.0,36.0,21.0,20.0,49.0,42.0,27.0,25.0,54.0,54.0,63.0,62.0,68.0,67.0,54.0,60.0,49.0,53.0,30.0,50.0,57.0,,87.0,90.0,95.0,89.0,95.0,90.0,89.0,90.0,57.0,41.0,26.0,19.0,7.0,12.0,18.0,2.0,
HONASA,personal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,50.0,46.0,67.0,60.0,34.0,,,99.0,98.0,99.0,92.0,94.0,93.0,55.0,58.0,69.0,63.0,63.0,61.0,38.0,30.0,23.0,
MARICO,personal products,,,,,,,,,,,,44.0,,33.0,,52.0,,,44.0,43.0,49.0,48.0,54.0,53.0,54.0,57.0,64.0,63.0,63.0,64.0,70.0,71.0,66.0,67.0,69.0,39.0,52.0,38.0,46.0,,49.0,48.0,40.0,16.0,19.0,19.0,7.0,17.0,17.0,32.0,20.0,36.0,39.0,30.0,19.0,24.0,
VENTIVE,personal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,31.0,32.0,63.0,61.0,48.0,26.0,29.0,
HINDUNILVR,personal products,,,,,,,,,,,,29.0,,28.0,,36.0,,,58.0,59.0,63.0,62.0,67.0,63.0,49.0,50.0,59.0,57.0,51.0,49.0,58.0,59.0,67.0,70.0,83.0,69.0,70.0,56.0,44.0,,71.0,71.0,76.0,52.0,59.0,63.0,45.0,66.0,68.0,51.0,32.0,46.0,50.0,39.0,35.0,34.0,
GODREJCP,personal products,,,,,,,,,,,,22.0,,10.0,,13.0,,,42.0,41.0,55.0,58.0,63.0,61.0,42.0,41.0,57.0,56.0,36.0,34.0,41.0,41.0,33.0,31.0,44.0,36.0,39.0,42.0,29.0,,64.0,67.0,88.0,66.0,76.0,49.0,26.0,48.0,55.0,48.0,42.0,57.0,70.0,51.0,24.0,38.0,
DABUR,personal products,,,,,,,,,,,,41.0,,48.0,,49.0,,,58.0,58.0,67.0,65.0,65.0,63.0,61.0,59.0,64.0,66.0,61.0,62.0,66.0,67.0,61.0,61.0,74.0,53.0,51.0,51.0,43.0,,80.0,83.0,84.0,61.0,60.0,61.0,50.0,74.0,74.0,58.0,60.0,61.0,60.0,35.0,35.0,39.0,
GILLETTE,personal products,,,,,,,,,,,,73.0,,81.0,,75.0,,,62.0,61.0,68.0,64.0,44.0,44.0,34.0,30.0,34.0,28.0,33.0,42.0,52.0,52.0,44.0,43.0,49.0,24.0,46.0,41.0,19.0,,15.0,21.0,21.0,21.0,21.0,27.0,41.0,26.0,9.0,13.0,22.0,29.0,52.0,60.0,71.0,53.0,
COLPAL,personal products,,,,,,,,,,,,41.0,,52.0,,45.0,,,22.0,20.0,44.0,36.0,27.0,29.0,16.0,9.0,10.0,13.0,5.0,8.0,12.0,13.0,19.0,12.0,17.0,29.0,37.0,10.0,7.0,,56.0,60.0,67.0,55.0,64.0,86.0,63.0,83.0,84.0,96.0,91.0,96.0,93.0,87.0,82.0,69.0,
PGHH,personal products,,,,,,,,,,,,32.0,,50.0,,56.0,,,35.0,33.0,42.0,38.0,18.0,17.0,17.0,20.0,40.0,39.0,48.0,48.0,50.0,52.0,69.0,55.0,71.0,63.0,69.0,72.0,68.0,,86.0,82.0,83.0,67.0,56.0,58.0,48.0,79.0,81.0,72.0,78.0,54.0,78.0,71.0,52.0,76.0,
EMAMILTD,personal products,,,,,,,,,,,,69.0,,70.0,,63.0,,,64.0,66.0,36.0,32.0,30.0,32.0,33.0,34.0,49.0,48.0,23.0,24.0,61.0,60.0,75.0,77.0,68.0,20.0,31.0,8.0,14.0,,36.0,47.0,69.0,46.0,46.0,37.0,30.0,76.0,78.0,77.0,76.0,87.0,92.0,74.0,60.0,81.0,
JYOTHYLAB,personal products,,,,,,,,,,,,26.0,,23.0,,29.0,,,11.0,8.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,12.0,15.0,29.0,35.0,47.0,59.0,62.0,52.0,41.0,,39.0,75.0,85.0,77.0,87.0,90.0,66.0,85.0,83.0,92.0,84.0,91.0,95.0,80.0,84.0,93.0,
SHK,personal products,,,,,,,,,,,,76.0,,83.0,,87.0,,,87.0,86.0,48.0,47.0,57.0,56.0,64.0,65.0,56.0,54.0,73.0,71.0,57.0,,,,,,,,,,16.0,19.0,28.0,38.0,74.0,83.0,65.0,43.0,45.0,21.0,24.0,44.0,62.0,92.0,78.0,94.0,
Pharmaceuticals · Group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBCHEPHARM,pharmaceuticals · group 1,,,,,,,,,,,,8.0,,18.0,,12.0,,,34.0,34.0,10.0,11.0,5.0,4.0,10.0,12.0,17.0,17.0,6.0,7.0,14.0,14.0,53.0,38.0,16.0,26.0,50.0,31.0,33.0,,39.0,63.0,42.0,42.0,33.0,42.0,53.0,47.0,55.0,45.0,47.0,40.0,52.0,31.0,23.0,18.0,
GLAND,pharmaceuticals · group 1,,,,,,,,,,,,84.0,,84.0,,88.0,,,85.0,82.0,72.0,68.0,70.0,67.0,62.0,61.0,22.0,20.0,16.0,17.0,18.0,21.0,58.0,46.0,68.0,41.0,59.0,32.0,68.0,,82.0,84.0,65.0,88.0,47.0,53.0,66.0,67.0,37.0,21.0,26.0,14.0,17.0,32.0,42.0,27.0,
IPCALAB,pharmaceuticals · group 1,,,,,,,,,,,,69.0,,78.0,,78.0,,,71.0,68.0,60.0,58.0,39.0,37.0,15.0,15.0,7.0,8.0,17.0,19.0,26.0,26.0,26.0,18.0,17.0,45.0,58.0,39.0,30.0,,26.0,30.0,12.0,27.0,18.0,19.0,34.0,43.0,54.0,37.0,54.0,68.0,85.0,43.0,48.0,29.0,
ASTRAZEN,pharmaceuticals · group 1,,,,,,,,,,,,50.0,,45.0,,48.0,,,52.0,50.0,44.0,41.0,33.0,33.0,27.0,25.0,38.0,34.0,29.0,29.0,21.0,17.0,49.0,50.0,61.0,30.0,50.0,41.0,44.0,,17.0,45.0,33.0,23.0,11.0,5.0,4.0,18.0,17.0,18.0,31.0,25.0,25.0,21.0,27.0,31.0,
WOCKPHARMA,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,23.0,20.0,34.0,34.0,1.0,2.0,9.0,16.0,2.0,4.0,2.0,,1.0,1.0,4.0,1.0,5.0,3.0,8.0,10.0,6.0,19.0,28.0,25.0,65.0,72.0,50.0,47.0,
GLAXO,pharmaceuticals · group 1,,,,,,,,,,,,69.0,,69.0,,65.0,,,65.0,64.0,61.0,61.0,57.0,54.0,58.0,59.0,44.0,41.0,35.0,26.0,16.0,18.0,33.0,45.0,42.0,5.0,11.0,20.0,29.0,,19.0,53.0,64.0,90.0,20.0,9.0,7.0,9.0,7.0,13.0,44.0,54.0,64.0,58.0,58.0,48.0,
JUBLPHARMA,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,20.0,23.0,30.0,15.0,14.0,10.0,15.0,11.0,5.0,,2.0,5.0,14.0,16.0,10.0,31.0,43.0,19.0,12.0,13.0,40.0,37.0,42.0,47.0,42.0,49.0,
ABBOTINDIA,pharmaceuticals · group 1,,,,,,,,,,,,5.0,,17.0,,22.0,,,20.0,22.0,38.0,40.0,44.0,45.0,41.0,40.0,37.0,39.0,58.0,62.0,40.0,35.0,32.0,40.0,55.0,48.0,45.0,53.0,41.0,,43.0,50.0,27.0,66.0,12.0,18.0,18.0,20.0,13.0,14.0,47.0,54.0,66.0,43.0,58.0,60.0,
MANKIND,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,89.0,87.0,12.0,13.0,20.0,20.0,23.0,23.0,38.0,40.0,25.0,11.0,19.0,39.0,63.0,74.0,26.0,,31.0,38.0,17.0,25.0,24.0,31.0,31.0,40.0,65.0,32.0,49.0,53.0,69.0,69.0,72.0,73.0,
GUFICBIO,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,59.0,59.0,43.0,43.0,52.0,58.0,39.0,46.0,52.0,58.0,31.0,,19.0,41.0,22.0,12.0,36.0,37.0,38.0,39.0,67.0,51.0,55.0,55.0,89.0,62.0,64.0,79.0,
SHILPAMED,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,71.0,71.0,65.0,64.0,38.0,11.0,6.0,23.0,9.0,5.0,3.0,,9.0,6.0,10.0,20.0,22.0,28.0,41.0,13.0,15.0,14.0,20.0,41.0,62.0,79.0,78.0,82.0,
PPLPHARMA,pharmaceuticals · group 1,,,,,,,,,,,,85.0,,85.0,,85.0,,,79.0,79.0,62.0,62.0,52.0,50.0,68.0,63.0,46.0,45.0,22.0,23.0,23.0,25.0,32.0,21.0,13.0,29.0,31.0,16.0,9.0,,2.0,10.0,9.0,11.0,14.0,13.0,36.0,54.0,60.0,67.0,78.0,85.0,89.0,80.0,86.0,86.0,
SANOFI,pharmaceuticals · group 1,,,,,,,,,,,,91.0,,27.0,,35.0,,,37.0,39.0,44.0,43.0,33.0,32.0,10.0,9.0,16.0,21.0,31.0,28.0,15.0,15.0,39.0,44.0,50.0,42.0,,,86.0,,32.0,45.0,51.0,61.0,50.0,32.0,28.0,33.0,35.0,47.0,73.0,93.0,91.0,92.0,96.0,92.0,
ANUP,pharmaceuticals · group 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,5.0,3.0,2.0,22.0,45.0,47.0,46.0,79.0,78.0,97.0,93.0,87.0,96.0,
Pharmaceuticals · Group 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKEM,pharmaceuticals · group 2,,,,,,,,,,,,8.0,,23.0,,20.0,,,9.0,10.0,46.0,49.0,60.0,58.0,40.0,39.0,7.0,8.0,3.0,2.0,18.0,20.0,25.0,26.0,46.0,45.0,56.0,51.0,17.0,,35.0,47.0,43.0,53.0,52.0,55.0,39.0,62.0,72.0,59.0,50.0,44.0,43.0,23.0,25.0,15.0,
TORNTPHARM,pharmaceuticals · group 2,,,,,,,,,,,,24.0,,25.0,,28.0,,,23.0,22.0,51.0,53.0,46.0,44.0,36.0,36.0,25.0,23.0,21.0,26.0,20.0,21.0,12.0,17.0,25.0,20.0,34.0,24.0,15.0,,30.0,24.0,22.0,26.0,24.0,21.0,14.0,35.0,25.0,15.0,26.0,24.0,33.0,18.0,13.0,15.0,
STAR,pharmaceuticals · group 2,,,,,,,,,,,,32.0,,38.0,,22.0,,,21.0,22.0,31.0,35.0,16.0,15.0,23.0,25.0,38.0,36.0,10.0,12.0,15.0,16.0,5.0,4.0,2.0,5.0,8.0,7.0,1.0,,3.0,2.0,12.0,5.0,7.0,8.0,18.0,8.0,3.0,9.0,12.0,20.0,10.0,24.0,20.0,16.0,
LUPIN,pharmaceuticals · group 2,,,,,,,,,,,,37.0,,21.0,,10.0,,,8.0,9.0,6.0,5.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,6.0,3.0,3.0,7.0,6.0,12.0,20.0,24.0,9.0,7.0,,14.0,25.0,8.0,21.0,21.0,22.0,19.0,39.0,56.0,63.0,75.0,72.0,72.0,38.0,37.0,18.0,
GLENMARK,pharmaceuticals · group 2,,,,,,,,,,,,10.0,,15.0,,6.0,,,7.0,5.0,10.0,13.0,3.0,3.0,21.0,26.0,30.0,30.0,16.0,17.0,17.0,17.0,12.0,12.0,18.0,7.0,9.0,2.0,1.0,,7.0,21.0,15.0,21.0,25.0,15.0,33.0,37.0,14.0,6.0,18.0,18.0,25.0,15.0,17.0,19.0,
GRANULES,pharmaceuticals · group 2,,,,,,,,,,,,53.0,,70.0,,74.0,,,68.0,65.0,75.0,76.0,52.0,48.0,64.0,66.0,29.0,25.0,25.0,27.0,34.0,35.0,13.0,28.0,45.0,41.0,21.0,3.0,2.0,,33.0,33.0,32.0,38.0,50.0,38.0,59.0,48.0,74.0,86.0,77.0,46.0,30.0,37.0,19.0,20.0,
AUROPHARMA,pharmaceuticals · group 2,,,,,,,,,,,,24.0,,8.0,,4.0,,,2.0,2.0,7.0,8.0,2.0,2.0,6.0,7.0,2.0,1.0,2.0,2.0,3.0,3.0,29.0,17.0,17.0,21.0,36.0,16.0,3.0,,31.0,61.0,41.0,60.0,55.0,53.0,37.0,70.0,78.0,71.0,92.0,84.0,78.0,34.0,42.0,24.0,
AJANTPHARM,pharmaceuticals · group 2,,,,,,,,,,,,31.0,,36.0,,41.0,,,39.0,26.0,17.0,18.0,13.0,14.0,14.0,16.0,7.0,7.0,7.0,7.0,22.0,23.0,20.0,15.0,31.0,24.0,46.0,16.0,10.0,,25.0,27.0,30.0,35.0,31.0,38.0,28.0,67.0,58.0,44.0,72.0,78.0,73.0,47.0,31.0,26.0,
