symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
MPSLTD,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Publishing,IND::Internet Software & Services
MRF,IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,primary,1,1.0,,,,Consumer Cyclical,Auto Tyres & Rubber Products,IND::Auto Tyres & Rubber Products
MRPL,IND::Refineries/Petro-Products,Refineries / Petro-Products,Refineries / Petro-Products,primary,1,1.0,,,,Energy,Refineries/Petro-Products,IND::Refineries/Petro-Products
MSUMI,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MTARTECH,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Defence,IND::Defence
MUTHOOTFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
MUTHOOTMF,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
NAM-INDIA,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,Financial Services,Asset Management Cos.,IND::Asset Management Cos.
NATCOPHARM,IND::Pharmaceuticals::B::A::A,Pharmaceuticals · Group 4,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::A
NATIONALUM,IND::Aluminium and Aluminium Products,Aluminium and Aluminium Products,Aluminium and Aluminium Products,primary,1,1.0,,,,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
NAUKRI,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
NAVINFLUOR,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
NAZARA,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
NBCC,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
NCC,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
NEOGEN,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
NEPHROPLUS,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
NESCO,IND::Realty::A,Realty · Group 2,Realty,primary,1,1.0,,,,Industrials,Realty,IND::Realty::A
NESTLEIND,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
NETWEB,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::B
NEULANDLAB,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,primary,1,1.0,,,,,Pharmaceuticals,IND::Pharmaceuticals::A
NEWGEN,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::B
NH,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
NHPC,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
NIITMTS,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Education,IND::Breweries & Distilleries
NILKAMAL,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Consumer Cyclical,Plastic Products,IND::Plastic Products
NITINSPIN,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
NIVABUPA,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
NLCINDIA,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
NMDC,IND::Mining,Mining,Mining,primary,1,1.0,,,,Basic Materials,Mining,IND::Mining
NORTHARC,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
NSLNISP,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
NTPC,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
NTPCGREEN,UNCLASSIFIED::B::B::A::B::A,Cross-Sector · Group 9,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
NUVAMA,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,,,IND::Other Financial Services
NUVOCO,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
NYKAA,IND::Household Appliances,Household Appliances,Household Appliances,primary,1,1.0,,,,Consumer Cyclical,Internet & Catalogue Retail,IND::Household Appliances
OBEROIRLTY,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
OFSS,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::B
OIL,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Energy,Exploration & Production,IND::Oil Marketing & Distribution
OLAELEC,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
ONESOURCE,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,IND::Cigarettes-Tobacco Products
ONGC,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Energy,Exploration & Production,IND::Oil Marketing & Distribution
OPTIEMUS,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,Telecom Equipment,IND::IT Software Products
ORCHPHARMA,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
ORIENTELEC,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Consumer Electronics,IND::Consumer Electronics
ORKLAINDIA,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
OSWALPUMPS,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
PACEDIGITK,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
PAGEIND,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
PARADEEP,IND::Fertilizers,Fertilizers,Fertilizers,primary,1,1.0,,,,Basic Materials,Fertilizers,IND::Fertilizers
PATELENG,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
PAYTM,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Technology,Internet Software & Services,IND::Internet Software & Services
PENIND,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
PERSISTENT,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
PETRONET,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Energy,Oil Marketing & Distribution,IND::Oil Marketing & Distribution
PFC,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
PFIZER,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
PFOCUS,UNCLASSIFIED::A::B,Cross-Sector · Group 4,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
PFS,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
PGEL,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Technology,Consumer Electronics,IND::Consumer Electronics
PGHH,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
PGHL,IND::Pharmaceuticals::A,Pharmaceuticals · Group 5,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::A
PGIL,IND::General Insurance,General Insurance,General Insurance,primary,1,1.0,,,,,,IND::General Insurance
PHOENIXLTD,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
PIDILITIND,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
PIIND,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
PINELABS,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
PIRAMALFIN,UNCLASSIFIED::NoRank,Cross-Sector (no Rank) · Group 4,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::NoRank
PITTIENG,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
PNB,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
PNBHOUSING,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
PNCINFRA,IND::Roads & Highways,Roads & Highways,Roads & Highways,primary,1,1.0,,,,Industrials,Roads & Highways,IND::Roads & Highways
PNGJL,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,,,IND::Houseware
POCL,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
POLICYBZR,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Financial Services,Internet Software & Services,IND::Internet Software & Services
POLYCAB,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
POLYMED,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Supplies,IND::Healthcare Facilities
POONAWALLA,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
POWERGRID,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
POWERINDIA,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Technology,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
POWERMECH,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
PPLPHARMA,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
PRAJIND,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
PREMIERENE,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,,,IND::Other Electrical Equipment/Products::B
PRESTIGE,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
PRICOLLTD,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
PRINCEPIPE,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Industrials,Plastic Products,IND::Plastic Products
PRIVISCL,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
PRUDENT,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
PSPPROJECT,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
PTC,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
PTCIL,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
PVRINOX,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Communication Services,Specialty Retail,IND::Specialty Retail
PWL,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
QPOWER,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
RADICO,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
RAILTEL,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Communication Services,Telecom Services,IND::Specialty Retail
RAIN,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Petrochemicals,IND::Agrochemicals
RAINBOW,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
RALLIS,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
RAMCOCEM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
RAMCOSYS,IND::IT Consulting & Software::A,IT Consulting & Software · Group 4,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::A
RANEHOLDIN,IND::Holding Companies,Holding Companies,Holding Companies,primary,1,1.0,,,,Consumer Cyclical,Holding Companies,IND::Holding Companies
RATEGAIN,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,Technology,IT Software Products,IND::IT Software Products
RATNAMANI,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
RAYMONDLSL,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
RAYMONDREL,UNCLASSIFIED::B::B::A::B::B,Cross-Sector · Group 3,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
RBA,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
RBLBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
RECLTD,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
REDINGTON,IND::IT Consulting & Software::B::A,IT Consulting & Software · Group 5,IT Consulting & Software,primary,1,1.0,,,,Technology,Commodity Trading & Distribution,IND::IT Consulting & Software::B::A
REDTAPE,IND::Footwear,Footwear,Footwear,primary,1,1.0,,,,Consumer Cyclical,Footwear,IND::Footwear
RELIANCE,IND::Refineries/Petro-Products,Refineries / Petro-Products,Refineries / Petro-Products,primary,1,1.0,,,,Energy,Refineries/Petro-Products,IND::Refineries/Petro-Products
RELIGARE,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
REPCOHOME,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
RHIM,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
ROLEXRINGS,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
ROUTE,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
RPTECH,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
RRKABEL,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::A
RUBICON,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
SAATVIKGL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
SAFARI,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
SAGILITY,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,,,IND::Consumer Electronics
SAIL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAILIFE,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,THEME::Cdmo
SAMBHV,UNCLASSIFIED::B::B::A::B::A,Cross-Sector · Group 9,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
SAMHI,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
SANATHAN,UNCLASSIFIED::B::B::B::A,Cross-Sector · Group 6,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
SANDHAR,IND::Auto Parts & Equipment::A,Auto Parts & Equipment · Group 4,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
SANDUMA,IND::Mining,Mining,Mining,primary,1,1.0,,,,Basic Materials,Mining,IND::Mining
SANOFI,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
SANOFICONR,UNCLASSIFIED::B::A::A,Cross-Sector · Group 10,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::A
SANSERA,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SAPPHIRE,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
SARDAEN,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SAREGAMA,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Communication Services,Movies & Entertainment,IND::Specialty Retail
SBCL,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SBFC,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SBICARD,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
SBILIFE,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
SBIN,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
SCHAEFFLER,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
SCHNEIDER,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
SENCO,IND::Gems & Jewellery,Gems & Jewellery,Gems & Jewellery,primary,1,1.0,,,,Consumer Cyclical,Gems & Jewellery,IND::Gems & Jewellery
SENORES,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,THEME::Cdmo
SFL,IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,primary,1,1.0,,,,Consumer Cyclical,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
SHAILY,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Basic Materials,Plastic Products,IND::Plastic Products
SHAKTIPUMP,UNCLASSIFIED::B::B::B::A,Cross-Sector · Group 6,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
SHARDACROP,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,Basic Materials,Agrochemicals,IND::Agrochemicals
SHARDAMOTR,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
SHILPAMED,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
SHK,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Basic Materials,Personal Products,IND::Personal Products
SHOPERSTOP,IND::Department Stores,Department Stores,Department Stores,primary,1,1.0,,,,Consumer Cyclical,Department Stores,IND::Department Stores
SHREECEM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
SHRIPISTON,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Consumer Cyclical,Industrial Machinery,IND::Industrial Machinery::A
SHRIRAMFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
SHRIRAMPPS,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SHYAMMETL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
SIEMENS,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
SIGNATURE,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
SIS,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Misc. Commercial Services,IND::Industrial Machinery::B
SJS,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
SKFINDIA,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
SKFINDUS,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
SKIPPER,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
SKYGOLD,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
